loss,val_loss,dice_coef,val_dice_coef
0.06567881971597672,0.06877844035625458,0.07112347334623337,0.10122218728065491
0.05348194708116352,0.05865037441253662,0.1223585233092308,0.14076390862464905
0.04687046393752098,0.050130266696214676,0.1929430365562439,0.25702929496765137
0.04360070455819368,0.042640458792448044,0.2679675817489624,0.2754918336868286
0.03921010331716388,0.036053601652383804,0.3004770278930664,0.3365764915943146
0.03980834441259504,0.015969865024089813,0.32130542397499084,0.33713117241859436
0.03717283522244543,0.022201741114258766,0.35084986686706543,0.37066322565078735
0.03603011189494282,0.0298080425709486,0.35864242911338806,0.3773532509803772
0.03608151649590582,0.042719870805740356,0.3731171488761902,0.4034029543399811
0.033483948861248794,0.04783003032207489,0.38559260964393616,0.4192100465297699
0.03470003697555512,0.0382985956966877,0.3929508328437805,0.4179717004299164
0.03353568925056607,0.03183586150407791,0.4081862270832062,0.413143515586853
0.03231123746372759,0.028764920309185982,0.4138820171356201,0.4189983904361725
0.033080267198383806,0.03943297266960144,0.41579383611679077,0.4443943202495575
0.030668758526444434,0.03910046070814133,0.42709511518478394,0.4417102336883545
0.03139595352578908,0.03586037456989288,0.43403321504592896,0.46287673711776733
0.030278210048563778,0.02732197195291519,0.4450420141220093,0.4344496726989746
0.028654439924284816,0.02898082509636879,0.4691958725452423,0.5018169283866882
0.02897435998544097,0.025913653895258904,0.4788842499256134,0.488869309425354
0.026175336479209364,0.038551341742277145,0.5028347373008728,0.5071688890457153
0.02714067108463496,0.0395355261862278,0.5072290301322937,0.5275785326957703
0.02529064498376101,0.021676145493984222,0.5303581357002258,0.5066913366317749
0.025183308594860135,0.015325699932873249,0.527055561542511,0.5376763939857483
0.025352972126565874,0.018346577882766724,0.5363986492156982,0.515688955783844
0.023885534554719926,0.022026427090168,0.5439138412475586,0.5073639154434204
0.024522364172153175,0.01655854657292366,0.5494964718818665,0.5406864881515503
0.02341300616040826,0.04336937889456749,0.5610436201095581,0.5489314198493958
0.02271641235332936,0.04618729650974274,0.5680571794509888,0.5481019616127014
0.02371883612591773,0.024259738624095917,0.5631108283996582,0.5164498686790466
0.022689742860384287,0.04279976338148117,0.5577537417411804,0.5434388518333435
0.022929583906661718,0.03854339197278023,0.5756545066833496,0.560473620891571
0.022338867969810963,0.035577431321144104,0.5839623808860779,0.5391958355903625
0.021678991094231607,0.016160719096660614,0.5838817954063416,0.5707207918167114
0.02330125774256885,0.012929887510836124,0.5743945240974426,0.5333149433135986
0.020561858052387832,0.014499708078801632,0.59820157289505,0.5741285085678101
0.021736999880522488,0.020069465041160583,0.5957494974136353,0.5782232880592346
0.01988323736935854,0.017546139657497406,0.6229304075241089,0.5505887866020203
0.020145660110283643,0.023496486246585846,0.6147875189781189,0.5688467621803284
0.019921562075614928,0.02962779439985752,0.6287316679954529,0.5531490445137024
0.01951417229603976,0.015187954530119896,0.6161655783653259,0.582423746585846
